url,status,final_url
https://www.boostwellbeing.co.nz,200,https://www.boostwellbeing.co.nz/
https://www.boostwellbeing.co.nz/,200,https://www.boostwellbeing.co.nz/
https://www.boostwellbeing.co.nz/how-it-works,404,https://www.boostwellbeing.co.nz/how-it-works
https://www.boostwellbeing.co.nz/case-studies,404,https://www.boostwellbeing.co.nz/case-studies
https://www.boostwellbeing.co.nz/resources,404,https://www.boostwellbeing.co.nz/resources
https://www.boostwellbeing.co.nz/contact,200,https://www.boostwellbeing.co.nz/contact
